class1	gender1	class2	gender2	num_of_connections
2B	M	5A	M	0
2B	M	5A	M	1
2B	M	5A	F	0
2B	M	4B	F	2
2B	M	5A	F	0
2B	M	1A	F	3
2B	M	1A	M	1
2B	M	3A	M	1
2B	M	3A	F	2
2B	M	1A	F	0
2B	M	1A	Unknown	38
2B	M	3B	F	0
2B	M	3A	M	1
2B	M	2A	M	32
2B	M	2A	F	0
2B	M	5A	F	0
2B	M	4B	F	1
2B	M	2A	F	0
2B	M	5B	M	0
2B	M	5B	M	0
2B	M	3B	M	19
2B	M	Teachers	Unknown	0
2B	M	5B	M	1
2B	M	5B	M	0
2B	M	5B	F	0
2B	M	5B	M	0
2B	M	2A	M	15
2B	M	4B	M	0
2B	M	5B	M	0
2B	M	5B	M	0
2B	M	5B	M	0
2B	M	5B	F	2
2B	M	5B	M	0
2B	M	Teachers	Unknown	0
2B	M	4B	M	0
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	5B	F	0
2B	M	5B	F	0
2B	M	5B	F	1
2B	M	5B	M	1
2B	M	1B	M	2
2B	M	1B	F	1
2B	M	5B	M	1
2B	M	5B	F	3
2B	M	Teachers	Unknown	1
2B	M	2A	F	0
2B	M	2A	F	0
2B	M	2A	M	4
2B	M	2A	M	0
2B	M	4B	M	0
2B	M	2A	M	48
2B	M	2A	F	2
2B	M	2A	F	0
2B	M	4B	F	2
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	4B	M	0
2B	M	3A	M	20
2B	M	3A	M	1
2B	M	1B	F	0
2B	M	1B	F	2
2B	M	4B	M	0
2B	M	4A	M	1
2B	M	1B	F	0
2B	M	1B	F	1
2B	M	4A	M	0
2B	M	4A	M	4
2B	M	4A	F	0
2B	M	1B	F	1
2B	M	1B	F	0
2B	M	Teachers	Unknown	0
2B	M	2A	F	7
2B	M	1B	M	1
2B	M	1B	F	1
2B	M	1B	M	0
2B	M	1B	M	0
2B	M	1B	F	2
2B	M	4A	M	0
2B	M	4A	F	0
2B	M	1B	F	2
2B	M	1B	F	0
2B	M	1B	M	0
2B	M	4A	F	0
2B	M	4A	M	1
2B	M	1B	F	0
2B	M	1B	F	0
2B	M	1B	M	92
2B	M	3A	M	1
2B	M	4A	M	1
2B	M	4A	M	0
2B	M	4A	M	0
2B	M	4B	M	0
2B	M	5B	F	0
2B	M	2A	F	0
2B	M	2A	M	0
2B	M	4A	F	0
2B	M	1B	M	2
2B	M	1B	M	2
2B	M	5B	F	0
2B	M	3A	F	0
2B	M	5B	F	2
2B	M	4A	F	0
2B	M	3A	F	1
2B	M	3B	F	0
2B	M	3B	M	0
2B	M	3A	F	9
2B	M	3A	M	4
2B	M	5B	M	0
2B	M	Teachers	Unknown	0
2B	M	3A	M	5
2B	M	5B	F	0
2B	M	5B	F	0
2B	M	3A	M	22
2B	M	3A	F	1
2B	M	3A	M	0
2B	M	3A	F	0
2B	M	3B	M	9
2B	M	5A	M	0
2B	M	3A	F	0
2B	M	4A	M	1
2B	M	Teachers	Unknown	0
2B	M	1A	M	0
2B	M	1A	F	0
2B	M	3B	F	19
2B	M	1A	M	1
2B	M	3B	F	1
2B	M	3B	M	0
2B	M	3B	F	0
2B	M	Teachers	Unknown	0
2B	M	3B	F	0
2B	M	3B	M	3
2B	M	3A	F	3
2B	M	3B	M	0
2B	M	3B	F	0
2B	M	1B	M	1
2B	M	4A	F	0
2B	M	4A	M	0
2B	M	3B	F	30
2B	M	3A	M	9
2B	M	3B	M	6
2B	M	Teachers	Unknown	23
2B	M	2B	F	11
2B	M	2B	F	8
2B	M	2B	F	7
2B	M	2B	F	14
2B	M	2B	M	20
2B	M	2B	M	18
2B	M	2B	F	17
2B	M	2B	F	7
2B	M	1B	M	2
2B	M	2B	M	75
2B	M	2B	M	44
2B	M	2B	F	3
2B	M	2B	F	16
2B	M	2B	M	33
2B	M	2B	F	30
2B	M	2B	F	15
2B	M	2B	F	166
2B	M	2B	F	19
2B	M	2B	F	256
2B	M	2B	M	31
2B	M	3B	M	4
2B	M	3B	M	0
2B	M	3B	F	2
2B	M	3B	F	0
2B	M	3B	F	0
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	4B	M	10
2B	M	1B	M	3
2B	M	1B	M	3
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	3A	M	0
2B	M	3A	M	0
2B	M	3A	F	0
2B	M	3A	M	10
2B	M	3B	M	22
2B	M	1A	F	0
2B	M	1A	M	0
2B	M	4B	M	0
2B	M	4B	M	0
2B	M	4B	F	0
2B	M	4A	F	0
2B	M	4A	M	3
2B	M	1A	F	23
2B	M	1A	F	0
2B	M	5A	M	0
2B	M	5A	M	0
2B	M	2A	F	1
2B	M	2A	F	0
2B	M	1A	M	38
2B	M	5A	M	0
2B	M	5A	M	0
2B	M	5A	F	0
2B	M	5A	M	0
2B	M	5A	F	0
2B	M	5A	M	0
2B	M	4A	F	0
2B	M	2A	F	3
2B	M	2A	F	31
2B	M	1A	M	0
2B	M	1A	F	0
2B	M	1A	M	1
2B	M	1A	F	0
2B	M	1A	M	5
2B	M	1A	F	1
2B	M	1A	F	0
2B	M	5A	M	0
2B	M	5A	F	0
2B	M	5A	F	2
2B	M	5A	M	0
2B	M	2A	F	0
2B	M	2A	F	0
2B	M	2A	M	6
2B	M	2A	M	23
2B	M	3A	M	1
2B	M	1A	M	1
2B	M	5A	F	0
2B	M	5A	F	0
2B	M	5A	M	0
2B	M	5A	M	0
2B	M	5A	F	0
2B	M	4B	F	0
2B	M	5A	F	0
2B	M	1A	F	0
2B	M	1A	M	0
2B	M	3A	M	3
2B	M	3A	F	42
2B	M	1A	F	0
2B	M	1A	Unknown	2
2B	M	3B	F	0
2B	M	3A	M	2
2B	M	2A	M	65
2B	M	2A	F	0
2B	M	5A	F	0
2B	M	4B	F	1
2B	M	2A	F	0
2B	M	5B	M	2
2B	M	5B	M	0
2B	M	3B	M	7
2B	M	Teachers	Unknown	0
2B	M	5B	M	1
2B	M	5B	M	0
2B	M	5B	F	0
2B	M	5B	M	0
2B	M	2A	M	55
2B	M	4B	M	0
2B	M	5B	M	0
2B	M	5B	M	1
2B	M	5B	M	0
2B	M	5B	F	0
2B	M	5B	M	0
2B	M	Teachers	Unknown	0
2B	M	4B	M	0
2B	M	4B	F	1
2B	M	4B	M	0
2B	M	5B	F	1
2B	M	5B	F	0
2B	M	5B	F	0
2B	M	5B	M	0
2B	M	1B	M	5
2B	M	1B	F	1
2B	M	5B	M	0
2B	M	5B	F	0
2B	M	Teachers	Unknown	32
2B	M	2A	F	0
2B	M	2A	F	0
2B	M	2A	M	6
2B	M	2A	M	0
2B	M	4B	M	0
2B	M	2A	M	43
2B	M	2A	F	1
2B	M	2A	F	0
2B	M	4B	F	0
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	4B	M	0
2B	M	3A	M	1
2B	M	3A	M	1
2B	M	1B	F	0
2B	M	1B	F	1
2B	M	4B	M	0
2B	M	4A	M	0
2B	M	1B	F	1
2B	M	1B	F	0
2B	M	4A	M	0
2B	M	4A	M	3
2B	M	4A	F	0
2B	M	1B	F	0
2B	M	1B	F	0
2B	M	Teachers	Unknown	0
2B	M	2A	F	4
2B	M	1B	M	3
2B	M	1B	F	0
2B	M	1B	M	2
2B	M	1B	M	3
2B	M	1B	F	0
2B	M	4A	M	24
2B	M	4A	F	0
2B	M	1B	F	2
2B	M	1B	F	0
2B	M	1B	M	3
2B	M	4A	F	0
2B	M	4A	M	0
2B	M	1B	F	0
2B	M	1B	F	14
2B	M	1B	M	0
2B	M	3A	M	3
2B	M	4A	M	8
2B	M	4A	M	1
2B	M	4A	M	0
2B	M	4B	M	0
2B	M	5B	F	0
2B	M	2A	F	0
2B	M	2A	M	2
2B	M	4A	F	0
2B	M	1B	M	1
2B	M	1B	M	4
2B	M	5B	F	0
2B	M	3A	F	0
2B	M	5B	F	1
2B	M	4A	F	3
2B	M	3A	F	2
2B	M	3B	F	0
2B	M	3B	M	0
2B	M	3A	F	20
2B	M	3A	M	4
2B	M	5B	M	0
2B	M	Teachers	Unknown	0
2B	M	3A	M	2
2B	M	5B	F	0
2B	M	5B	F	1
2B	M	3A	M	3
2B	M	3A	F	20
2B	M	3A	M	0
2B	M	3A	F	0
2B	M	3B	M	17
2B	M	5A	M	0
2B	M	3A	F	2
2B	M	4A	M	2
2B	M	Teachers	Unknown	0
2B	M	1A	M	1
2B	M	1A	F	0
2B	M	3B	F	2
2B	M	1A	M	0
2B	M	3B	F	1
2B	M	3B	M	1
2B	M	3B	F	0
2B	M	Teachers	Unknown	0
2B	M	3B	F	0
2B	M	3B	M	0
2B	M	3A	F	8
2B	M	3B	M	0
2B	M	3B	F	0
2B	M	1B	M	0
2B	M	4A	F	2
2B	M	4A	M	8
2B	M	3B	F	0
2B	M	3A	M	7
2B	M	3B	M	47
2B	M	Teachers	Unknown	71
2B	M	2B	F	16
2B	M	2B	F	20
2B	M	2B	F	16
2B	M	2B	F	54
2B	M	2B	M	1
2B	M	2B	M	29
2B	M	2B	F	10
2B	M	2B	F	5
2B	M	1B	M	1
2B	M	2B	M	166
2B	M	2B	M	6
2B	M	2B	F	20
2B	M	2B	F	61
2B	M	2B	M	15
2B	M	2B	F	501
2B	M	2B	F	21
2B	M	2B	F	13
2B	M	2B	F	15
2B	M	2B	F	26
2B	M	2B	M	46
2B	M	2B	M	45
2B	M	3B	M	0
2B	M	3B	M	0
2B	M	3B	F	0
2B	M	3B	F	0
2B	M	3B	F	0
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	4B	M	0
2B	M	1B	M	1
2B	M	1B	M	3
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	3A	M	0
2B	M	3A	M	0
2B	M	3A	F	0
2B	M	3A	M	0
2B	M	3B	M	2
2B	M	1A	F	1
2B	M	1A	M	0
2B	M	4B	M	0
2B	M	4B	M	0
2B	M	4B	F	0
2B	M	4A	F	0
2B	M	4A	M	1
2B	M	1A	F	18
2B	M	1A	F	0
2B	M	5A	M	0
2B	M	5A	M	0
2B	M	2A	F	1
2B	M	2A	F	3
2B	M	1A	M	1
2B	M	5A	M	0
2B	M	5A	M	0
2B	M	5A	F	0
2B	M	5A	M	1
2B	M	5A	F	1
2B	M	5A	M	0
2B	M	4A	F	0
2B	M	2A	F	1
2B	M	2A	F	2
2B	M	1A	M	0
2B	M	1A	F	1
2B	M	1A	M	0
2B	M	1A	F	0
2B	M	1A	M	3
2B	M	1A	F	0
2B	M	1A	F	0
2B	M	5A	M	0
2B	M	5A	F	0
2B	M	5A	F	0
2B	M	5A	M	0
2B	M	2A	F	0
2B	M	2A	F	0
2B	M	2A	M	19
2B	M	2A	M	6
2B	M	3A	M	0
2B	M	1A	M	1
2B	M	5A	F	0
2B	M	5A	F	0
2B	M	5A	M	0
2B	M	5A	M	0
2B	M	5A	F	0
2B	M	4B	F	0
2B	M	5A	F	0
2B	M	1A	F	0
2B	M	1A	M	1
2B	M	3A	M	0
2B	M	3A	F	0
2B	M	1A	F	0
2B	M	1A	Unknown	0
2B	M	3B	F	0
2B	M	3A	M	0
2B	M	2A	M	18
2B	M	2A	F	0
2B	M	5A	F	0
2B	M	4B	F	0
2B	M	2A	F	0
2B	M	5B	M	0
2B	M	5B	M	0
2B	M	3B	M	6
2B	M	Teachers	Unknown	2
2B	M	5B	M	0
2B	M	5B	M	0
2B	M	5B	F	0
2B	M	5B	M	0
2B	M	2A	M	1
2B	M	4B	M	0
2B	M	5B	M	0
2B	M	5B	M	0
2B	M	5B	M	0
2B	M	5B	F	0
2B	M	5B	M	1
2B	M	Teachers	Unknown	0
2B	M	4B	M	0
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	5B	F	0
2B	M	5B	F	0
2B	M	5B	F	0
2B	M	5B	M	0
2B	M	1B	M	0
2B	M	1B	F	0
2B	M	5B	M	0
2B	M	5B	F	0
2B	M	Teachers	Unknown	2
2B	M	2A	F	0
2B	M	2A	F	0
2B	M	2A	M	2
2B	M	2A	M	0
2B	M	4B	M	0
2B	M	2A	M	1
2B	M	2A	F	1
2B	M	2A	F	0
2B	M	4B	F	1
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	4B	M	0
2B	M	3A	M	0
2B	M	3A	M	47
2B	M	1B	F	0
2B	M	1B	F	1
2B	M	4B	M	0
2B	M	4A	M	1
2B	M	1B	F	1
2B	M	1B	F	4
2B	M	4A	M	0
2B	M	4A	M	0
2B	M	4A	F	0
2B	M	1B	F	1
2B	M	1B	F	0
2B	M	Teachers	Unknown	0
2B	M	2A	F	1
2B	M	1B	M	0
2B	M	1B	F	1
2B	M	1B	M	0
2B	M	1B	M	3
2B	M	1B	F	0
2B	M	4A	M	0
2B	M	4A	F	0
2B	M	1B	F	3
2B	M	1B	F	0
2B	M	1B	M	1
2B	M	4A	F	0
2B	M	4A	M	0
2B	M	1B	F	0
2B	M	1B	F	3
2B	M	1B	M	0
2B	M	3A	M	2
2B	M	4A	M	0
2B	M	4A	M	0
2B	M	4A	M	0
2B	M	4B	M	0
2B	M	5B	F	0
2B	M	2A	F	0
2B	M	2A	M	0
2B	M	4A	F	0
2B	M	1B	M	14
2B	M	1B	M	1
2B	M	5B	F	0
2B	M	3A	F	0
2B	M	5B	F	0
2B	M	4A	F	0
2B	M	3A	F	31
2B	M	3B	F	0
2B	M	3B	M	0
2B	M	3A	F	4
2B	M	3A	M	1
2B	M	5B	M	0
2B	M	Teachers	Unknown	0
2B	M	3A	M	1
2B	M	5B	F	0
2B	M	5B	F	1
2B	M	3A	M	5
2B	M	3A	F	1
2B	M	3A	M	0
2B	M	3A	F	0
2B	M	3B	M	1
2B	M	5A	M	0
2B	M	3A	F	1
2B	M	4A	M	0
2B	M	Teachers	Unknown	0
2B	M	1A	M	1
2B	M	1A	F	1
2B	M	3B	F	1
2B	M	1A	M	0
2B	M	3B	F	0
2B	M	3B	M	0
2B	M	3B	F	0
2B	M	Teachers	Unknown	0
2B	M	3B	F	0
2B	M	3B	M	0
2B	M	3A	F	0
2B	M	3B	M	0
2B	M	3B	F	0
2B	M	1B	M	1
2B	M	4A	F	0
2B	M	4A	M	1
2B	M	3B	F	2
2B	M	3A	M	41
2B	M	3B	M	4
2B	M	Teachers	Unknown	27
2B	M	2B	F	6
2B	M	2B	F	14
2B	M	2B	F	14
2B	M	2B	F	42
2B	M	2B	M	10
2B	M	2B	M	161
2B	M	2B	F	19
2B	M	2B	F	16
2B	M	1B	M	2
2B	M	2B	M	17
2B	M	2B	M	5
2B	M	2B	F	8
2B	M	2B	F	23
2B	M	2B	M	8
2B	M	2B	F	23
2B	M	2B	F	355
2B	M	2B	F	12
2B	M	2B	F	12
2B	M	2B	F	144
2B	M	2B	M	35
2B	M	2B	M	31
2B	M	2B	M	30
Teachers	Unknown	3B	M	5
Teachers	Unknown	3B	M	119
Teachers	Unknown	3B	F	9
Teachers	Unknown	3B	F	16
Teachers	Unknown	3B	F	21
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	3A	M	3
Teachers	Unknown	3A	M	1
Teachers	Unknown	3A	F	0
Teachers	Unknown	3A	M	3
Teachers	Unknown	3B	M	2
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	5A	M	1
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	5A	F	1
Teachers	Unknown	5A	F	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	M	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	3A	M	1
Teachers	Unknown	3A	F	3
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	Unknown	0
Teachers	Unknown	3B	F	12
Teachers	Unknown	3A	M	1
Teachers	Unknown	2A	M	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	5A	F	0
Teachers	Unknown	4B	F	1
Teachers	Unknown	2A	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	3B	M	15
Teachers	Unknown	Teachers	Unknown	5
Teachers	Unknown	5B	M	1
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	Teachers	Unknown	0
Teachers	Unknown	4B	M	1
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	5B	F	1
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	1B	M	1
Teachers	Unknown	1B	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	Teachers	Unknown	8
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	1
Teachers	Unknown	2A	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	1
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	M	1
Teachers	Unknown	4A	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	Teachers	Unknown	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	1
Teachers	Unknown	1B	M	0
Teachers	Unknown	3A	M	1
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	3A	F	3
Teachers	Unknown	3B	F	5
Teachers	Unknown	3B	M	18
Teachers	Unknown	3A	F	2
Teachers	Unknown	3A	M	6
Teachers	Unknown	5B	M	0
Teachers	Unknown	Teachers	Unknown	40
Teachers	Unknown	3A	M	7
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	F	1
Teachers	Unknown	3A	M	3
Teachers	Unknown	3A	F	3
Teachers	Unknown	3A	M	5
Teachers	Unknown	3A	F	2
Teachers	Unknown	3B	M	6
Teachers	Unknown	5A	M	0
Teachers	Unknown	3A	F	4
Teachers	Unknown	4A	M	0
Teachers	Unknown	Teachers	Unknown	3
Teachers	Unknown	1A	M	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	3B	F	17
Teachers	Unknown	1A	M	0
Teachers	Unknown	3B	F	12
Teachers	Unknown	3B	M	10
Teachers	Unknown	3B	F	16
Teachers	Unknown	Teachers	Unknown	0
Teachers	Unknown	3B	F	7
Teachers	Unknown	3B	M	15
Teachers	Unknown	3A	F	3
Teachers	Unknown	3B	M	15
Teachers	Unknown	3B	F	12
Teachers	Unknown	1B	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	3B	F	10
Teachers	Unknown	3A	M	6
Teachers	Unknown	3B	M	9
Teachers	Unknown	Teachers	Unknown	10
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	M	0
Teachers	Unknown	2B	M	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	2B	M	0
Teachers	Unknown	2B	M	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	M	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	F	0
Teachers	Unknown	2B	M	0
Teachers	Unknown	2B	M	0
Teachers	Unknown	2B	M	0
Teachers	Unknown	2B	M	0
2B	F	3B	M	0
2B	F	3B	M	0
2B	F	3B	F	0
2B	F	3B	F	0
2B	F	3B	F	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	1B	M	0
2B	F	1B	M	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	3A	M	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	3B	M	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	4B	F	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	1A	F	0
2B	F	1A	F	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	1A	M	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	4A	F	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	F	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	2A	M	0
2B	F	3A	M	0
2B	F	1A	M	0
2B	F	5A	F	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	4B	F	0
2B	F	5A	F	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	1A	F	0
2B	F	1A	Unknown	0
2B	F	3B	F	0
2B	F	3A	M	0
2B	F	2A	M	0
2B	F	2A	F	0
2B	F	5A	F	0
2B	F	4B	F	0
2B	F	2A	F	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	3B	M	0
2B	F	Teachers	Unknown	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	2A	M	0
2B	F	4B	M	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	Teachers	Unknown	0
2B	F	4B	M	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	1B	M	0
2B	F	1B	F	1
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	Teachers	Unknown	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	2A	M	0
2B	F	4B	M	0
2B	F	2A	M	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	4B	F	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	3A	M	0
2B	F	3A	M	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	4B	M	0
2B	F	4A	M	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	4A	M	0
2B	F	4A	M	0
2B	F	4A	F	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	Teachers	Unknown	0
2B	F	2A	F	0
2B	F	1B	M	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	1B	M	0
2B	F	1B	F	0
2B	F	4A	M	0
2B	F	4A	F	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	3A	M	0
2B	F	4A	M	0
2B	F	4A	M	3
2B	F	4A	M	0
2B	F	4B	M	0
2B	F	5B	F	0
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	4A	F	2
2B	F	1B	M	0
2B	F	1B	M	0
2B	F	5B	F	0
2B	F	3A	F	0
2B	F	5B	F	0
2B	F	4A	F	0
2B	F	3A	F	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	5B	M	0
2B	F	Teachers	Unknown	0
2B	F	3A	M	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3B	M	0
2B	F	5A	M	0
2B	F	3A	F	0
2B	F	4A	M	0
2B	F	Teachers	Unknown	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	3B	F	0
2B	F	1A	M	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3B	F	0
2B	F	Teachers	Unknown	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3A	F	0
2B	F	3B	M	0
2B	F	3B	F	0
2B	F	1B	M	0
2B	F	4A	F	4
2B	F	4A	M	0
2B	F	3B	F	0
2B	F	3A	M	0
2B	F	3B	M	0
2B	F	Teachers	Unknown	16
2B	F	2B	F	19
2B	F	2B	F	7
2B	F	2B	F	16
2B	F	2B	F	5
2B	F	2B	M	7
2B	F	2B	M	6
2B	F	2B	F	8
2B	F	2B	F	3
2B	F	1B	M	0
2B	F	2B	M	11
2B	F	2B	M	85
2B	F	2B	F	4
2B	F	2B	F	26
2B	F	2B	M	8
2B	F	2B	F	28
2B	F	2B	F	58
2B	F	2B	F	1
2B	F	2B	F	3
2B	F	2B	F	25
2B	F	2B	M	20
2B	F	2B	M	15
